speakerid,mean_sim,lastname,firstname,chamber,state,gender,party,district,nonvoting,session
84094311,-0.011148942749377,KNOWLAND,WILLIAM,S,CA,M,R,,voting,84
84094321,-0.0211812563270781,LANGER,WILLIAM,S,ND,M,R,,voting,84
84094361,-0.0519097236661227,MALONE,GEORGE,S,NV,M,R,,voting,84
84094371,-0.0448324539611417,MARTIN,EDWARD,S,PA,M,R,,voting,84
84094381,0.00252350993829268,MCCARTHY,JOSEPH,S,WI,M,R,,voting,84
84094441,-0.0465470565531541,PAYNE,FREDERICK,S,ME,M,R,,voting,84
84094461,-0.0398035889094787,PURTELL,WILLIAM,S,CT,M,R,,voting,84
84094531,-0.00319827282209135,SMITH,HOWARD,S,NJ,M,R,,voting,84
84094571,-0.0318612136260113,THYE,EDWARD,S,MN,M,R,,voting,84
84094601,-0.0547646048125572,WATKINS,ARTHUR,S,UT,M,R,,voting,84
84094671,-0.000495044903614457,BENDER,GEORGE,S,OH,M,R,,voting,84
84094721,-0.0661205904840278,OMAHONEY,JOSEPH,S,WY,M,D,,voting,84
84094741,-0.0184047280868421,SCOTT,WILLIAM,S,NC,M,D,,voting,84
84094751,-0.0471044058189781,BARKLEY,ALBEN,S,KY,M,D,,voting,84
84094760,-0.07531875,BELL,JOHN,H,TX,M,D,14,voting,84
84094771,-0.0152940293903704,BRIDGES,HENRY,S,NH,M,R,,voting,84
84094780,-0.02775055092375,BUCHANAN,VERA,H,PA,F,D,30,voting,84
84094790,-0.0269291969130435,BURNSIDE,MAURICE,H,WV,M,D,4,voting,84
84094800,-0.0775132944333333,CARLYLE,FRANK,H,NC,M,D,7,voting,84
84094810,-0.0104231185,CHASE,JACKSON,H,NE,M,R,2,voting,84
84094820,0.02915916854,CHATHAM,RICHARD,H,NC,M,D,5,voting,84
84094830,-0.0733501035416667,COON,SAMUEL,H,OR,M,R,2,voting,84
84094840,-0.0737014483853659,CRUMPACKER,SHEPARD,H,IN,M,R,3,voting,84
84094850,-0.0106573227206897,DAVIDSON,IRWIN,H,NY,M,D,20,voting,84
84094860,-0.0312456161570175,DEANE,CHARLES,H,NC,M,D,8,voting,84
84094880,-0.100533327159615,DOLLIVER,JAMES,H,IA,M,R,6,voting,84
84094890,-0.0685740784678571,DONDERO,GEORGE,H,MI,M,R,18,voting,84
84094900,-0.0340572874043478,DONOVAN,JAMES,H,NY,M,D,18,voting,84
84094910,-0.04881045764125,ELLSWORTH,MATHEW,H,OR,M,R,4,voting,84
84094920,-0.057498095125,FARRINGTON,MARY,H,HI,F,R,-1,nonvoting,84
84094930,-0.0327482207037143,FERNANDEZ,ANTONIO,H,NM,M,D,0,voting,84
84094940,-0.242477904,FINE,SIDNEY,H,NY,M,D,22,voting,84
84094950,-0.066197131,FJARE,ORVIN,H,MT,M,R,2,voting,84
84094961,-0.0777328378813084,FREAR,JOSEPH,S,DE,M,D,,voting,84
84094980,-0.142529439461538,GENTRY,BRADY,H,TX,M,D,3,voting,84
84094990,-0.1267690435,GRANAHAN,WILLIAM,H,PA,M,D,2,voting,84
84095001,-0.042013108192,GREEN,THEODORE,S,RI,M,D,,voting,84
84095010,-0.0382543541692857,HAND,THOMAS,H,NJ,M,R,2,voting,84
84095020,-0.0248446986666667,HAYWORTH,DONALD,H,MI,M,D,6,voting,84
84095030,-0.0578747049601351,HINSHAW,JOHN,H,CA,M,R,20,voting,84
84095040,-0.015176813,HOFFMAN,RICHARD,H,IL,M,R,10,voting,84
84095050,-0.00936018619105691,HOPE,CLIFFORD,H,KS,M,R,5,voting,84
84095060,-0.0123645085157895,JOHNSON,JUSTIN,H,CA,M,R,11,voting,84
84095070,-0.0585173377916667,JONES,WOODROW,H,NC,M,D,11,voting,84
84095080,-0.0410338950733333,KING,KARL,H,PA,M,R,8,voting,84
84095090,-0.0718940229696429,KLEIN,ARTHUR,H,NY,M,D,19,voting,84
84095100,-0.0390067625652174,LOVRE,HAROLD,H,SD,M,R,1,voting,84
84095111,-0.00854690297727273,MARTIN,THOMAS,S,IA,M,R,,voting,84
84095120,-0.0715216626513815,MURRAY,JAMES,H,IL,M,D,3,voting,84
84095131,-0.0461576769141718,MURRAY,JAMES,S,MT,M,D,,voting,84
84095141,-0.0187730836011494,NEELY,MATTHEW,S,WV,M,D,,voting,84
84095150,0.00890998935238095,NELSON,CHARLES,H,ME,M,R,2,voting,84
84095161,-0.0393982732058499,NEUBERGER,RICHARD,S,OR,M,D,,voting,84
84095170,-0.0325492561556122,PHILLIPS,JOHN,H,CA,M,R,29,voting,84
84095180,-0.0493976559827161,PRIEST,JAMES,H,TN,M,D,5,voting,84
84095190,-0.0659800294,REED,CHAUNCEY,H,IL,M,R,14,voting,84
84095200,-0.0171684342888015,RICHARDS,JAMES,H,SC,M,D,5,voting,84
84095210,0.00056269270047619,SHORT,DEWEY,H,MO,M,R,7,voting,84
84095220,-0.00830259686666667,THOMPSON,RUTH,H,MI,F,R,9,voting,84
84095230,0.00775482984309449,TUMULTY,THOMAS,H,NJ,M,D,14,voting,84
84095240,-0.04809945223125,VELDE,HAROLD,H,IL,M,R,18,voting,84
84095250,-0.0903909907130435,WOLCOTT,JESSE,H,MI,M,R,7,voting,84
84095260,-0.0673589254473684,YOUNG,CLARENCE,H,NV,M,R,0,voting,84
84095271,-0.06190802425,HUMPHREYS,ROBERT,S,KY,M,D,,voting,84
84095281,-0.00736580338571429,LAIRD,WILLIAM,S,WV,M,D,,voting,84
84095291,-0.052398996,REVERCOMB,WILLIAM,S,WV,M,R,,voting,84
84095301,-0.079818969488,WOFFORD,THOMAS,S,SC,M,D,,voting,84
84095310,-0.0667697614166667,ALLEN,JOHN,H,CA,M,R,7,voting,84
84095320,0.0108361069192771,ANDRESEN,AUGUST,H,MN,M,R,1,voting,84
84095330,-0.0251731608073529,BEAMER,JOHN,H,IN,M,R,5,voting,84
84095340,-0.0391444975,BOWLER,JAMES,H,IL,M,D,7,voting,84
84095350,0.00103090072105263,BROWNSON,CHARLES,H,IN,M,R,11,voting,84
84095360,-0.0121352758272931,BURDICK,USHER,H,ND,M,R,0,voting,84
84095371,-0.0604931740266582,BUSH,PRESCOTT,S,CT,M,R,,voting,84
84095381,-0.0407868288440116,BUTLER,JOHN,S,MD,M,R,,voting,84
84095401,-0.0518928886014518,CAPEHART,HOMER,S,IN,M,R,,voting,84
84095410,-0.028512336875,CARRIGG,JOSEPH,H,PA,M,R,10,voting,84
84095431,-0.0512288699278216,CASE,FRANCIS,S,SD,M,R,,voting,84
84095440,-0.0775962414,CHUDOFF,EARL,H,PA,M,D,4,voting,84
84095450,-0.07803872675,CLEVENGER,CLIFF,H,OH,M,R,5,voting,84
84095460,-0.0490620671548387,COLE,WILLIAM,H,NY,M,R,37,voting,84
84095470,-0.0841277417788298,COOPER,JERE,H,TN,M,D,8,voting,84
84095480,-0.0511493981185185,COUDERT,FREDERIC,H,NY,M,R,17,voting,84
84095490,-0.0402875186403226,CRETELLA,ALBERT,H,CT,M,R,3,voting,84
84095500,-0.0491128581380597,CUNNINGHAM,PAUL,H,IA,M,R,5,voting,84
84095510,-0.0529299869844444,DAWSON,WILLIAM,H,UT,M,R,2,voting,84
84095530,-0.0550112412051429,DEMPSEY,JOHN,H,NM,M,D,0,voting,84
84095550,0.00827607955846154,DEVEREUX,JAMES,H,MD,M,R,2,voting,84
84095560,-0.0402010744441295,DIES,MARTIN,H,TX,M,D,0,voting,84
84095570,-0.0584038323695652,EBERHARTER,HERMAN,H,PA,M,D,28,voting,84
84095580,-0.092208119,GEORGE,MYRON,H,KS,M,R,3,voting,84
84095590,-0.0178538757037037,GORDON,THOMAS,H,IL,M,D,8,voting,84
84095600,0.000792020766666667,GREGORY,NOBLE,H,KY,M,D,1,voting,84
84095610,-0.0667533313347826,GWINN,RALPH,H,NY,M,R,27,voting,84
84095620,-0.0554975246178571,HALE,ROBERT,H,ME,M,R,1,voting,84
84095630,-0.0032107746,HARDEN,CECIL,H,IN,F,R,6,voting,84
84095640,-0.0379232821244444,HARRISON,ROBERT,H,NE,M,R,3,voting,84
84095660,-0.0109008176085366,HAYS,LAWRENCE,H,AR,M,D,5,voting,84
84095671,-0.0378473010148649,HENNINGS,THOMAS,S,MO,M,D,,voting,84
84095680,-0.0574521905824074,HESELTON,JOHN,H,MA,M,R,1,voting,84
84095690,-0.020299607720914,HILL,WILLIAM,H,CO,M,R,2,voting,84
84095700,-0.0148377886909524,HILLINGS,PATRICK,H,CA,M,R,25,voting,84
84095710,-0.0452331436666667,HOLMES,OTIS,H,WA,M,R,4,voting,84
84095720,-0.102920328661842,HYDE,DEWITT,H,MD,M,R,6,voting,84
84095730,-0.05888433585,JAMES,BENJAMIN,H,PA,M,R,7,voting,84
84095740,-0.049978083924183,JENKINS,THOMAS,H,OH,M,R,10,voting,84
84095750,-0.0384759306296296,KEAN,ROBERT,H,NJ,M,R,12,voting,84
84095760,-0.0303429388181818,KEARNEY,BERNARD,H,NY,M,R,32,voting,84
84095780,-0.041688406404,KELLEY,AUGUSTINE,H,PA,M,D,21,voting,84
84095790,-0.0017334173,KNUTSON,COYA,H,MN,F,D,9,voting,84
84095800,-0.0448528286,KRUEGER,OTTO,H,ND,M,R,0,voting,84
84095810,-0.0494992568206897,LANHAM,HENDERSON,H,GA,M,D,7,voting,84
84095820,-0.0551304413333333,LATHAM,HENRY,H,NY,M,R,4,voting,84
84095830,-0.0220377141887755,LE COMPTE,KARL,H,IA,M,R,4,voting,84
84095840,-0.0197424034658333,LONG,GEORGE,H,LA,M,D,8,voting,84
84095860,-0.0672067449260274,MCCONNELL,SAMUEL,H,PA,M,R,13,voting,84
84095870,-0.044745181056338,MCGREGOR,J.,H,OH,M,R,17,voting,84
84095890,-0.03025885744375,MCVEY,WILLIAM,H,IL,M,R,4,voting,84
84095900,-0.0467812864093385,MILLER,ARTHUR,H,NE,M,R,4,voting,84
84095910,-0.00546008153196721,MILLER,EDWARD,H,MD,M,R,1,voting,84
84095920,-0.00258984886333333,MORANO,ALBERT,H,CT,M,R,4,voting,84
84095940,-0.027779634512,NICHOLSON,DONALD,H,MA,M,R,9,voting,84
84095960,-0.0858090111403226,OHARA,JOSEPH,H,MN,M,R,2,voting,84
84095970,-0.0277752413393939,PATTERSON,JAMES,H,CT,M,R,5,voting,84
84095980,-0.0397879408380952,RADWAN,EDMUND,H,NY,M,R,41,voting,84
84095990,-0.0426612090444444,ROBESON,EDWARD,H,VA,M,D,1,voting,84
84096000,-0.084452628125,ROBSION,JOHN,H,KY,M,R,3,voting,84
84096010,-0.0284254203487179,SADLAK,ANTONI,H,CT,M,R,-1,voting,84
84096020,-0.000297851602222222,SCRIVNER,ERRETT,H,KS,M,R,2,voting,84
84096030,-0.0861774584066667,SCUDDER,HUBERT,H,CA,M,R,1,voting,84
84096040,-0.0206291786666667,SHEEHAN,TIMOTHY,H,IL,M,R,11,voting,84
84096050,-0.0550646402,SHUFORD,GEORGE,H,NC,M,D,12,voting,84
84096060,0.00372368729967949,SIEMINSKI,ALFRED,H,NJ,M,D,13,voting,84
84096070,-0.089203157,SIMPSON,SIDNEY,H,IL,M,R,20,voting,84
84096080,-0.0207610141404762,SMITH,LAWRENCE,H,WI,M,R,1,voting,84
84096100,-0.0809985033789474,TALLE,HENRY,H,IA,M,R,2,voting,84
84096120,-0.018781001752451,VORYS,JOHN,H,OH,M,R,12,voting,84
84096130,-0.0434502253471429,VURSELL,CHARLES,H,IL,M,R,23,voting,84
84096140,-0.0285677485087719,WIGGLESWORTH,RICHARD,H,MA,M,R,13,voting,84
84096151,-0.0199192466053976,WILEY,ALEXANDER,S,WI,M,R,,voting,84
84096170,-0.0708558512619298,WOLVERTON,CHARLES,H,NJ,M,R,1,voting,84
84096190,-0.037255584175,ALLEN,LEO,H,IL,M,R,16,voting,84
84096210,-0.0314759520705521,BARDEN,GRAHAM,H,NC,M,D,3,voting,84
84096230,0.0096997272,BAUMHART,ALBERT,H,OH,M,R,13,voting,84
84096241,-0.0571182,BEALL,JAMES,S,MD,M,R,,voting,84
84096250,-0.0220763914558333,BENTLEY,ALVIN,H,MI,M,R,8,voting,84
84096260,-0.0987099871333333,BOSCH,ALBERT,H,NY,M,R,5,voting,84
84096280,-0.0346307250345763,BOYLE,CHARLES,H,IL,M,D,12,voting,84
84096310,-0.0697748377045455,BROWN,PAUL,H,GA,M,D,10,voting,84
84096330,-0.0535531837977528,BUDGE,HAMER,H,ID,M,R,2,voting,84
84096350,-0.05090643,BUSH,ALVIN,H,PA,M,R,17,voting,84
84096361,-0.0806225151177381,BYRD,HARRY,S,VA,M,D,,voting,84
84096370,-0.0243456489990141,CANFIELD,GORDON,H,NJ,M,R,8,voting,84
84096380,-0.00284945639444444,CARNAHAN,ALBERT,H,MO,M,D,8,voting,84
84096401,-0.0331344052082652,CHAVEZ,DENNIS,S,NM,M,D,,voting,84
84096410,-0.0206466628162791,CHRISTOPHER,GEORGE,H,MO,M,D,4,voting,84
84096430,-0.00650445785060241,DIXON,HENRY,H,UT,M,R,1,voting,84
84096440,-0.00278705772727273,DOLLINGER,ISIDORE,H,NY,M,D,23,voting,84
84096450,-0.00709158985789474,DORN,FRANCIS,H,NY,M,R,12,voting,84
84096460,-0.0277179270364103,DURHAM,CARL,H,NC,M,D,6,voting,84
84096480,-0.0661054043996104,ENGLE,CLAIR,H,CA,M,D,2,voting,84
84096510,-0.0404855989525926,FORAND,AIME,H,RI,M,D,1,voting,84
84096560,-0.04478504584,HENDERSON,JOHN,H,OH,M,R,15,voting,84
84096570,0.0474092815,HESS,WILLIAM,H,OH,M,R,2,voting,84
84096590,0.04972378595,HOLT,JOSEPH,H,CA,M,R,22,voting,84
84096600,-0.0171930173585366,JACKSON,DONALD,H,CA,M,R,16,voting,84
84096630,-0.0415708560543636,KEATING,KENNETH,H,NY,M,R,38,voting,84
84096670,-0.0929057609830189,MACK,RUSSELL,H,WA,M,R,3,voting,84
84096740,-0.0090027848,POLK,JAMES,H,OH,M,D,6,voting,84
84096760,-0.0430923953488722,PRESTON,PRINCE,H,GA,M,D,1,voting,84
84096780,-0.0385119817816327,QUIGLEY,JAMES,H,PA,M,D,19,voting,84
84096790,-0.0931472561468354,REED,DANIEL,H,NY,M,R,43,voting,84
84096800,-0.0644983691814815,REES,EDWARD,H,KS,M,R,4,voting,84
84096810,-0.000943598588464567,ROGERS,EDITH,H,MA,F,R,5,voting,84
84096830,-0.0960191829508197,SIMPSON,RICHARD,H,PA,M,R,18,voting,84
84096840,-0.070042642,SMITH,WINT,H,KS,M,R,6,voting,84
84096850,-0.0294586781428571,TAYLOR,DEAN,H,NY,M,R,31,voting,84
84096870,-0.0418466778840909,THOMSON,EDWIN,H,WY,M,R,0,voting,84
84096880,-0.026121843494,WAINWRIGHT,STUYVESANT,H,NY,M,R,1,voting,84
84096900,-0.0170531322781333,WIER,ROY,H,MN,M,D,3,voting,84
84096910,-0.0625132852,WITHROW,GARDNER,H,WI,M,R,3,voting,84
84096960,-0.0250815432705882,ADDONIZIO,HUGH,H,NJ,M,D,11,voting,84
84096970,-0.0730339450904762,ALEXANDER,HUGH,H,NC,M,D,9,voting,84
84096990,0.07717601,ANDERSEN,HERMAN,H,MN,M,R,7,voting,84
84097000,0.00960035305625,ANFUSO,VICTOR,H,NY,M,D,8,voting,84
84097010,-0.0596581957121721,BAILEY,CLEVELAND,H,WV,M,D,3,voting,84
84097020,-0.0237884486666667,BASS,PERKINS,H,NH,M,R,2,voting,84
84097040,-0.00618368507142857,BLITCH,IRIS,H,GA,F,D,8,voting,84
84097050,0.050444948,BOYKIN,FRANK,H,AL,M,D,1,voting,84
84097070,-0.00626866518964143,BROOKS,OVERTON,H,LA,M,D,4,voting,84
84097090,-0.0177852867777778,CHIPERFIELD,ROBERT,H,IL,M,R,19,voting,84
84097100,0.00317982226371429,CHURCH,MARGUERITE,H,IL,F,R,13,voting,84
84097130,-0.0761993803589744,CURTIS,LAURENCE,H,MA,M,R,10,voting,84
84097140,-0.0673549340491667,DAVIS,JAMES,H,GA,M,D,5,voting,84
84097161,-0.0492019209456008,DOUGLAS,PAUL,S,IL,M,D,,voting,84
84097181,-0.0465578049348485,DWORSHAK,HENRY,S,ID,M,R,,voting,84
84097190,-0.0762631843304348,FENTON,IVOR,H,PA,M,R,12,voting,84
84097200,-0.0357001390466667,FRAZIER,JAMES,H,TN,M,D,3,voting,84
84097230,-0.031369871375,HARRISON,BURR,H,VA,M,D,7,voting,84
84097250,-0.053127414,HIESTAND,EDGAR,H,CA,M,R,21,voting,84
84097260,-0.0239787577084755,HOFFMAN,CLARE,H,MI,M,R,4,voting,84
84097270,-0.0264764171888889,HOLTZMAN,LESTER,H,NY,M,D,6,voting,84
84097280,-0.0853124068918919,IKARD,FRANK,H,TX,M,D,13,voting,84
84097300,-0.0178063577846577,JUDD,WALTER,H,MN,M,R,5,voting,84
84097310,-0.0177547282313889,KEARNS,CARROLL,H,PA,M,R,24,voting,84
84097321,-0.048422497923134,KEFAUVER,CAREY,S,TN,M,D,,voting,84
84097331,-0.0410799207778053,KERR,ROBERT,S,OK,M,D,,voting,84
84097340,-0.0483175283312925,KILDAY,PAUL,H,TX,M,D,20,voting,84
84097370,-0.0398855152162791,LANE,THOMAS,H,MA,M,D,7,voting,84
84097390,-0.012451830125,MACHROWICZ,THADDEUS,H,MI,M,D,1,voting,84
84097400,-0.0477461309091379,MACK,PETER,H,IL,M,D,21,voting,84
84097410,-0.0657509745454546,MAGNUSON,DONALD,H,WA,M,D,7,voting,84
84097420,-0.0299788860056094,MARSHALL,FRED,H,MN,M,D,6,voting,84
84097430,-0.0366820682565657,MASON,NOAH,H,IL,M,R,15,voting,84
84097440,-0.0431369989010417,MCDONOUGH,GORDON,H,CA,M,R,15,voting,84
84097451,-0.0497288316061538,MCNAMARA,PATRICK,S,MI,M,D,,voting,84
84097480,-0.00751157331578947,MERROW,CHESTER,H,NH,M,R,1,voting,84
84097510,0.00157328129583333,MOULDER,MORGAN,H,MO,M,D,11,voting,84
84097520,-0.113126766090909,MUMMA,WALTER,H,PA,M,R,16,voting,84
84097550,-0.0574836409833333,NORRELL,WILLIAM,H,AR,M,D,6,voting,84
84097570,-0.0418237452702703,PFOST,GRACIE,H,ID,F,D,1,voting,84
84097580,-0.0421820228988235,RABAUT,LOUIS,H,MI,M,D,14,voting,84
84097590,-0.0290880865666667,RAY,JOHN,H,NY,M,R,15,voting,84
84097600,-0.00270407187446809,RAYBURN,SAMUEL,H,TX,M,D,4,voting,84
84097610,-0.07743494435,REECE,BRAZILLA,H,TN,M,R,1,voting,84
84097640,-0.0669360227,RILEY,JOHN,H,SC,M,D,2,voting,84
84097651,-0.0784356674303077,ROBERTSON,ABSALOM,S,VA,M,D,,voting,84
84097671,-0.00854049189328076,SALTONSTALL,LEVERETT,S,MA,M,R,,voting,84
84097700,-0.0478596183337209,SCHERER,GORDON,H,OH,M,R,1,voting,84
84097711,-0.0342266011512,SCHOEPPEL,ANDREW,S,KS,M,R,,voting,84
84097730,-0.0517881018,SEELY-BROWN,HORACE,H,CT,M,R,2,voting,84
84097740,-0.0443755866737778,SMITH,FRANK,H,MS,M,D,3,voting,84
84097750,-0.0811075663126829,SPENCE,BRENT,H,KY,M,D,5,voting,84
84097760,-0.0469463527616827,TABER,JOHN,H,NY,M,R,36,voting,84
84097770,-0.0221353771753623,UDALL,STEWART,H,AZ,M,D,2,voting,84
84097780,-0.023548376885,VAN ZANDT,JAMES,H,PA,M,R,20,voting,84
84097790,-0.00958256057142857,WEAVER,PHILLIP,H,NE,M,R,1,voting,84
84097810,-0.086241369025,ZELENKO,HERBERT,H,NY,M,D,21,voting,84
84097821,-0.00909748158203593,KENNEDY,JOHN,S,MA,M,D,,voting,84
84097870,-0.0716106587064516,ALGER,BRUCE,H,TX,M,R,5,voting,84
84097880,-0.0314041509375,AUCHINCLOSS,JAMES,H,NJ,M,R,3,voting,84
84097890,-0.0347490778090164,AVERY,WILLIAM,H,KS,M,R,1,voting,84
84097900,-0.0646481342504762,BAKER,HOWARD,H,TN,M,R,2,voting,84
84097930,-0.0351127181,BECKER,FRANK,H,NY,M,R,3,voting,84
84097950,-0.0988249474774194,BENNETT,JOHN,H,MI,M,R,12,voting,84
84097960,-0.018956165937451,BOLTON,OLIVER,H,OH,M,R,11,voting,84
84098000,-0.089102586,BUCKLEY,CHARLES,H,NY,M,D,24,voting,84
84098020,-0.0368402359930509,CANNON,CLARENCE,H,MO,M,D,9,voting,84
84098031,-0.0306289931624338,CARLSON,FRANK,S,KS,M,R,,voting,84
84098040,-0.0498172492424242,CHENOWETH,JOHN,H,CO,M,R,3,voting,84
84098060,-0.0883443850714286,DAVIS,CLIFFORD,H,TN,M,D,9,voting,84
84098070,-0.02205325475,DEROUNIAN,STEVEN,H,NY,M,R,2,voting,84
84098081,-0.0300581086437861,DIRKSEN,EVERETT,S,IL,M,R,,voting,84
84098090,-0.055176022066,DOYLE,CLYDE,H,CA,M,D,23,voting,84
84098110,-0.024440139925,ELLIOTT,CARL,H,AL,M,D,7,voting,84
84098120,-0.1709344,FERNOS-ISERN,ANTONIO,H,PR,M,P,0,nonvoting,84
84098140,-0.0201001811913044,FORRESTER,ELIJAH,H,GA,M,D,3,voting,84
84098150,-0.0532411425009259,GARY,JULIAN,H,VA,M,D,3,voting,84
84098160,-0.0199510034226173,GAVIN,LEON,H,PA,M,R,23,voting,84
84098190,0.0359417108421053,GRANT,GEORGE,H,AL,M,D,2,voting,84
84098200,-0.00477342797619048,GREEN,WILLIAM,H,PA,M,D,5,voting,84
84098231,-0.0581455335194064,HAYDEN,CARL,S,AZ,M,D,,voting,84
84098261,-0.00703823640366142,HICKENLOOPER,BOURKE,S,IA,M,R,,voting,84
84098271,-0.0371070060951211,HILL,JOSEPH,S,AL,M,D,,voting,84
84098280,-0.00948187224285714,HOEVEN,CHARLES,H,IA,M,R,8,voting,84
84098300,-0.0165494169490196,HORAN,WALTER,H,WA,M,R,5,voting,84
84098310,-0.1142852815,HUDDLESTON,GEORGE,H,AL,M,D,9,voting,84
84098320,-0.040350282566087,JENSEN,BENTON,H,IA,M,R,7,voting,84
84098330,-0.0303071396278049,JOHANSEN,AUGUST,H,MI,M,R,3,voting,84
84098340,-0.0220316617985294,JOHNSON,LESTER,H,WI,M,D,9,voting,84
84098351,-0.0526577672499597,JOHNSTON,OLIN,S,SC,M,D,,voting,84
84098360,-0.0355903284833333,KEE,MAUDE,H,WV,F,D,5,voting,84
84098370,-0.00651137366666667,KILBURN,CLARENCE,H,NY,M,R,33,voting,84
84098380,-0.083360319,KILGORE,JOE,H,TX,M,D,15,voting,84
84098390,-0.0812451509525,KNOX,VICTOR,H,MI,M,R,11,voting,84
84098401,-0.0457985748140909,KUCHEL,THOMAS,S,CA,M,R,,voting,84
84098410,-0.0132407256052632,LANKFORD,RICHARD,H,MD,M,D,5,voting,84
84098430,-0.0459229340625,LESINSKI,JOHN,H,MI,M,D,16,voting,84
84098470,-0.0272948465765,MCINTIRE,CLIFFORD,H,ME,M,R,3,voting,84
84098490,-0.0595203641843678,MEADER,GEORGE,H,MI,M,R,2,voting,84
84098500,-0.0872993488555556,MILLER,WILLIAM,H,NY,M,R,40,voting,84
84098521,-0.0739359029700855,MONRONEY,ALMER,S,OK,M,D,,voting,84
84098531,-0.0546994442633246,MORSE,WAYNE,S,OR,M,I,,voting,84
84098550,-0.0415143172833333,NORBLAD,ALBIN,H,OR,M,R,1,voting,84
84098570,-0.057755798125,OBRIEN,THOMAS,H,IL,M,D,6,voting,84
84098590,-0.0490145061666667,OSTERTAG,HAROLD,H,NY,M,R,39,voting,84
84098600,-0.019765832,PILCHER,JOHN,H,GA,M,D,2,voting,84
84098610,-0.0372213571612903,PILLION,JOHN,H,NY,M,R,42,voting,84
84098620,-0.0583725459440678,RAINS,ALBERT,H,AL,M,D,5,voting,84
84098640,-0.0599527042666667,RIEHLMAN,ROY,H,NY,M,R,35,voting,84
84098650,-0.044343268458,ROBERTS,KENNETH,H,AL,M,D,4,voting,84
84098670,-0.0425456458410714,SCHENCK,PAUL,H,OH,M,R,3,voting,84
84098680,-0.0752377682631579,SHELLEY,JOHN,H,CA,M,D,5,voting,84
84098690,-0.01595453065,SHEPPARD,HARRY,H,CA,M,D,27,voting,84
84098720,0.01949547526,SILER,EUGENE,H,KY,M,R,8,voting,84
84098731,-0.0379939308893878,SMATHERS,GEORGE,S,FL,M,D,,voting,84
84098740,-3.6539626e-05,ST. GEORGE,KATHARINE,H,NY,F,R,28,voting,84
84098770,-0.0692725328787879,THORNBERRY,WILLIAM,H,TX,M,D,10,voting,84
84098780,-0.0407912483333333,TOLLEFSON,THOR,H,WA,M,R,6,voting,84
84098790,-0.049078277,VAN PELT,WILLIAM,H,WI,M,R,6,voting,84
84098800,-0.0353823429239958,VINSON,CARL,H,GA,M,D,6,voting,84
84098820,-0.033145657901411,WALTER,FRANCIS,H,PA,M,D,15,voting,84
84098850,-0.07199929038,WESTLAND,ALFRED,H,WA,M,R,2,voting,84
84098860,-0.0492874008,WHARTON,JAMES,H,NY,M,R,29,voting,84
84098870,0.0130934398571429,WICKERSHAM,VICTOR,H,OK,M,D,6,voting,84
84098880,-0.0561236853826087,WILSON,EARL,H,IN,M,R,9,voting,84
84098890,-0.00597298557755102,WINSTEAD,WILLIAM,H,MS,M,D,5,voting,84
84098901,0.000621601827936609,JOHNSON,LYNDON,S,TX,M,D,,voting,84
84098910,-0.0242999498892308,BASS,ROSS,H,TN,M,D,6,voting,84
84098940,-0.0689991277228571,BALDWIN,JOHN,H,CA,M,R,6,voting,84
84098970,-0.0408705814389671,BONNER,HERBERT,H,NC,M,D,1,voting,84
84098980,-0.055578704545082,BROWN,CLARENCE,H,OH,M,R,7,voting,84
84099020,-0.0353129066454545,CHELF,FRANK,H,KY,M,D,4,voting,84
84099040,-0.00218645374504651,COOLEY,HAROLD,H,NC,M,D,4,voting,84
84099070,0.0703300142857143,DAGUE,PAUL,H,PA,M,R,9,voting,84
84099080,-0.103802011526316,DENTON,WINFIELD,H,IN,M,D,8,voting,84
84099090,-0.0316810806947368,DODD,THOMAS,H,CT,M,D,1,voting,84
84099151,-0.0573328453128173,GORE,ALBERT,S,TN,M,D,,voting,84
84099190,-0.0439313381875,HAGEN,HARLAN,H,CA,M,D,14,voting,84
84099210,-0.0856924965802874,HARRIS,OREN,H,AR,M,D,4,voting,84
84099220,0.00109383303225806,HARVEY,RALPH,H,IN,M,R,10,voting,84
84099231,-0.0469450345668996,HOLLAND,SPESSARD,S,FL,M,D,,voting,84
84099250,-0.0146902819029412,JENNINGS,WILLIAM,H,VA,M,D,9,voting,84
84099270,-0.0347558073672066,JONES,PAUL,H,MO,M,D,10,voting,84
84099290,-0.03081737965,KEOGH,EUGENE,H,NY,M,D,9,voting,84
84099380,0.00497223794539474,MARTIN,JOSEPH,H,MA,M,R,14,voting,84
84099390,-0.00696637562585714,MATTHEWS,DONALD,H,FL,M,D,8,voting,84
84099400,-0.0467063409745238,MCCARTHY,EUGENE,H,MN,M,D,4,voting,84
84099410,-0.00758379741,MCDOWELL,HARRIS,H,DE,M,D,0,voting,84
84099450,-0.04544158625,MORRISON,JAMES,H,LA,M,D,6,voting,84
84099470,-0.0587125167204301,MURRAY,THOMAS,H,TN,M,D,7,voting,84
84099480,-0.0369719119666667,OBRIEN,LEO,H,NY,M,D,30,voting,84
84099500,-0.00606857076666667,PROUTY,WINSTON,H,VT,M,R,0,voting,84
84099540,-0.0392282920416667,ROGERS,WALTER,H,TX,M,D,18,voting,84
84099550,-0.0482028531025275,ROOSEVELT,JAMES,H,CA,M,D,26,voting,84
84099630,-0.0408856853216981,SMITH,HOWARD,H,VA,M,D,8,voting,84
