speakerid,mean_sim,lastname,firstname,chamber,state,gender,party,district,nonvoting,session
91101640,-0.00246725958929293,MILLER,GEORGE,H,CA,M,D,8,voting,91
91101650,-0.0520113652610959,MONAGAN,JOHN,H,CT,M,D,5,voting,91
91101661,-0.0279225422911596,MONTOYA,JOSEPH,S,NM,M,D,,voting,91
91101670,-0.00157447156530323,MORSE,FRANK,H,MA,M,R,5,voting,91
91101680,0.0397725907056735,MORTON,ROGERS,H,MD,M,R,1,voting,91
91101691,-0.0458391453204407,MOSS,FRANK,S,UT,M,D,,voting,91
91101700,-0.0234568355,OKONSKI,ALVIN,H,WI,M,R,10,voting,91
91101711,-0.0171734021769605,PASTORE,JOHN,S,RI,M,D,,voting,91
91101720,-0.0355263431370561,PELLY,THOMAS,H,WA,M,R,1,voting,91
91101730,0.00483134822711864,PIRNIE,ALEXANDER,H,NY,M,R,32,voting,91
91101740,-0.0683214585811628,POFF,RICHARD,H,VA,M,R,6,voting,91
91101750,-0.0117292606058796,PUCINSKI,ROMAN,H,IL,M,D,11,voting,91
91101760,-0.013756441138,PURCELL,GRAHAM,H,TX,M,D,13,voting,91
91101770,-0.0160085327714286,REID,CHARLOTTE,H,IL,F,R,15,voting,91
91101780,-0.0244202647995157,RYAN,WILLIAM,H,NY,M,D,20,voting,91
91101790,-0.0163814570790909,SCHMITZ,JOHN,H,CA,M,R,35,voting,91
91101800,-0.0258057724585068,SCHWENGEL,FREDERICK,H,IA,M,R,1,voting,91
91101811,0.00385338744949573,SCOTT,HUGH,S,PA,M,R,,voting,91
91101820,-0.0425420591541353,SMITH,H.,H,CA,M,R,20,voting,91
91101830,-0.0578068560048917,SPRINGER,WILLIAM,H,IL,M,R,22,voting,91
91101841,0.000550564327578846,SYMINGTON,WILLIAM,S,MO,M,D,,voting,91
91101850,-0.0165407587627119,TAFT,ROBERT,H,OH,M,R,1,voting,91
91101870,-0.0372042542102143,THOMPSON,STANDISH,H,GA,M,R,5,voting,91
91101880,-0.0111185717919608,TUNNEY,JOHN,H,CA,M,D,38,voting,91
91101890,-0.117109666366667,WATTS,JOHN,H,KY,M,D,6,voting,91
91101900,0.04010853406,WHALLEY,JOHN,H,PA,M,R,12,voting,91
91101930,0.0324845452519485,ARENDS,LESLIE,H,IL,M,R,17,voting,91
91101960,-0.0287838487717262,BLACKBURN,BENJAMIN,H,GA,M,R,4,voting,91
91101970,-0.0515121499915888,BLATNIK,JOHN,H,MN,M,D,8,voting,91
91101980,-0.0585102895652174,BRASCO,FRANK,H,NY,M,D,11,voting,91
91101990,0.0119095264716418,BRAY,WILLIAM,H,IN,M,R,6,voting,91
91102001,-0.0150399943629358,BROOKE,EDWARD,S,MA,M,R,,voting,91
91102010,-0.0310767864326923,BROTZMAN,DONALD,H,CO,M,R,2,voting,91
91102020,-0.0758468387489691,BROYHILL,JOEL,H,VA,M,R,10,voting,91
91102030,0.0488681629461538,CAMP,JOHN,H,OK,M,R,6,voting,91
91102040,-0.0331359929366667,CAREY,HUGH,H,NY,M,D,15,voting,91
91102051,-0.0134783972678976,CASE,CLIFFORD,S,NJ,M,R,,voting,91
91102060,-0.0194390948474576,CHAMBERLAIN,CHARLES,H,MI,M,R,6,voting,91
91102070,0.00675025728977679,CLARK,FRANK,H,PA,M,D,25,voting,91
91102090,-0.0430397159523158,COLLIER,HAROLD,H,IL,M,R,10,voting,91
91102100,-0.060650486,COLLINS,GEORGE,H,IL,M,D,6,voting,91
91102121,-0.0302348177815308,CURTIS,CARL,S,NE,M,R,,voting,91
91102130,-0.0427001083571429,DAVIS,GLENN,H,WI,M,R,9,voting,91
91102140,-0.05162979095,DAVIS,JOHN,H,GA,M,D,7,voting,91
91102150,-0.0243928023835165,DELLENBACK,JOHN,H,OR,M,R,4,voting,91
91102170,-0.0312033143168449,DENNIS,DAVID,H,IN,M,R,10,voting,91
91102180,-0.0645116486957418,DONOHUE,HAROLD,H,MA,M,D,4,voting,91
91102190,-0.00857358235420635,DORN,WILLIAM,H,SC,M,D,3,voting,91
91102200,-0.0362133267607692,DULSKI,THADDEUS,H,NY,M,D,41,voting,91
91102211,-0.0269253070679795,EASTLAND,JAMES,S,MS,M,D,,voting,91
91102220,0.00151385328179104,FISHER,OVIE,H,TX,M,D,21,voting,91
91102230,-0.0353440186165289,FRELINGHUYSEN,PETER,H,NJ,M,R,5,voting,91
91102250,0.0132255129090909,GETTYS,THOMAS,H,SC,M,D,5,voting,91
91102260,-0.00543587642857143,GOODLING,GEORGE,H,PA,M,R,19,voting,91
91102280,-0.0307937505455752,GREEN,EDITH,H,OR,F,D,3,voting,91
91102291,0.00395799184919745,GRIFFIN,ROBERT,S,MI,M,R,,voting,91
91102300,-0.00833857952255814,GRIFFITHS,MARTHA,H,MI,F,D,17,voting,91
91102310,-0.043356320607998,GROSS,HAROLD,H,IA,M,R,3,voting,91
91102320,-0.00912422138461539,GROVER,JAMES,H,NY,M,R,2,voting,91
91102330,0.00189028802409639,GUBSER,CHARLES,H,CA,M,R,10,voting,91
91102350,-0.0562846206666667,HANNA,RICHARD,H,CA,M,D,34,voting,91
91102371,-0.0104290436972186,HANSEN,CLIFFORD,S,WY,M,R,,voting,91
91102380,-0.043501453747594,HANSEN,JULIA,H,WA,F,D,3,voting,91
91102390,0.0016564076025641,HANSEN,ORVAL,H,ID,M,R,2,voting,91
91102400,-0.0541566311246154,HARVEY,JAMES,H,MI,M,R,8,voting,91
91102420,-0.03039751276625,HATHAWAY,WILLIAM,H,ME,M,D,2,voting,91
91102430,-0.0628254062675532,HOGAN,LAWRENCE,H,MD,M,R,5,voting,91
91102440,-0.0440844994123478,HOLIFIELD,CHESTER,H,CA,M,D,19,voting,91
91102450,-0.01801208857625,HOSMER,CRAIG,H,CA,M,R,32,voting,91
91102480,-0.0353822071584426,HUNT,JOHN,H,NJ,M,R,1,voting,91
91102500,-0.0114111668709677,KING,CARLETON,H,NY,M,R,30,voting,91
91102510,-0.032064324115625,KUYKENDALL,DAN,H,TN,M,R,9,voting,91
91102520,-0.0174287242142857,KYROS,PETER,H,ME,M,D,1,voting,91
91102530,-0.00748859828571429,LANDGREBE,EARL,H,IN,M,R,2,voting,91
91102540,-0.0370653426939394,MAILLIARD,WILLIAM,H,CA,M,R,6,voting,91
91102570,-0.0798326915922182,MARTIN,DAVID,H,NE,M,R,3,voting,91
91102580,-0.0762864016666667,MATHIAS,ROBERT,H,CA,M,R,18,voting,91
91102590,-0.00554255719021739,MAYNE,WILEY,H,IA,M,R,6,voting,91
91102601,-0.0662502732255903,MCCLELLAN,JOHN,S,AR,M,D,,voting,91
91102611,-0.0362804726549348,MCINTYRE,THOMAS,S,NH,M,D,,voting,91
91102631,-0.0560220830829292,METCALF,LEE,S,MT,M,D,,voting,91
91102650,-0.0150334461188542,MINSHALL,WILLIAM,H,OH,M,R,23,voting,91
91102660,-0.0316292283333333,MIZELL,WILMER,H,NC,M,R,5,voting,91
91102671,-0.0168301625911725,MONDALE,WALTER,S,MN,M,D,,voting,91
91102680,-0.052989775606963,NELSEN,ANCHER,H,MN,M,R,2,voting,91
91102691,-0.0174249447702752,PEARSON,JAMES,S,KS,M,R,,voting,91
91102700,-0.0340682598589116,PODELL,BERTRAM,H,NY,M,D,13,voting,91
91102720,-0.0302513781623377,PRICE,ROBERT,H,TX,M,R,18,voting,91
91102730,0.00174444149248132,RARICK,JOHN,H,LA,M,D,6,voting,91
91102740,-0.0254607167344828,REID,OGDEN,H,NY,M,R,26,voting,91
91102750,-0.0189912789855769,ROBISON,HOWARD,H,NY,M,R,33,voting,91
91102770,-0.0315115165798225,ROONEY,JOHN,H,NY,M,D,14,voting,91
91102790,-0.0124420249833333,RUTH,EARL,H,NC,M,R,8,voting,91
91102800,-0.0680997554853659,SANDMAN,CHARLES,H,NJ,M,R,2,voting,91
91102810,-0.0608105802237907,SAYLOR,JOHN,H,PA,M,R,22,voting,91
91102820,-0.0141496797966146,SCHERLE,WILLIAM,H,IA,M,R,7,voting,91
91102830,-0.04646716484125,SCOTT,WILLIAM,H,VA,M,R,8,voting,91
91102850,0.0154471373836364,SMITH,HENRY,H,NY,M,R,40,voting,91
91102861,-0.0535275006469407,SPARKMAN,JOHN,S,AL,M,D,,voting,91
91102870,-0.0221253032,STEELE,ROBERT,H,CT,M,R,2,voting,91
91102880,-0.0211380464458333,STUBBLEFIELD,FRANK,H,KY,M,D,1,voting,91
91102890,0.000968290938219178,TEAGUE,CHARLES,H,CA,M,R,13,voting,91
91102900,0.00146244893333333,THOMSON,VERNON,H,WI,M,R,3,voting,91
91102910,-0.0530167188928,TIERNAN,ROBERT,H,RI,M,D,2,voting,91
91102940,-0.00119489261614173,WALDIE,JEROME,H,CA,M,D,14,voting,91
91102960,-0.0742405235231884,WIDNALL,WILLIAM,H,NJ,M,R,7,voting,91
91102970,-0.0431370544,WILLIAMS,LAWRENCE,H,PA,M,R,7,voting,91
91102980,-0.0302982553939394,WYATT,WENDELL,H,OR,M,R,1,voting,91
91103010,0.0165984684117647,ZION,ROGER,H,IN,M,R,8,voting,91
91103020,0.0070468847225,ZWACH,JOHN,H,MN,M,R,6,voting,91
91103030,-0.0239798150320755,WYMAN,LOUIS,H,NH,M,R,1,voting,91
91103040,0.00377838783714286,FORD,GERALD,H,MI,M,R,5,voting,91
91103060,0.00276477721965189,ALBERT,CARL,H,OK,M,D,3,voting,91
91103071,-0.00634896087583279,ALLEN,JAMES,S,AL,M,D,,voting,91
91103080,-0.0552313876591376,BARRETT,WILLIAM,H,PA,M,D,1,voting,91
91103091,0.00052107690631989,BAYH,BIRCH,S,IN,M,D,,voting,91
91103100,-0.0182485485892857,BELL,ALPHONZO,H,CA,M,R,28,voting,91
91103111,-0.0143210760917647,BELLMON,HENRY,S,OK,M,R,,voting,91
91103130,-0.0121456712139535,BIESTER,EDWARD,H,PA,M,R,8,voting,91
91103140,-0.0236756247551724,CASEY,ROBERT,H,TX,M,D,22,voting,91
91103151,-0.000831702875887437,CHURCH,FRANK,S,ID,M,D,,voting,91
91103160,-0.0299426311517241,CLANCY,DONALD,H,OH,M,R,2,voting,91
91103181,-0.0213592051844977,COTTON,NORRIS,S,NH,M,R,,voting,91
91103190,-0.0110166027248936,CULVER,JOHN,H,IA,M,D,2,voting,91
91103200,-0.0621053418193548,DANIELS,DOMINICK,H,NJ,M,D,14,voting,91
91103210,-0.032587331755814,DOWNING,THOMAS,H,VA,M,D,1,voting,91
91103230,0.00124706497375,ESCH,MARVIN,H,MI,M,R,2,voting,91
91103240,-0.04944453,ESHLEMAN,EDWIN,H,PA,M,R,16,voting,91
91103250,-0.0427026249740777,EVINS,JOSEPH,H,TN,M,D,4,voting,91
91103260,-0.0527025162963415,FULTON,RICHARD,H,TN,M,D,5,voting,91
91103271,0.0130088603375775,GRAVEL,MAURICE,S,AK,M,D,,voting,91
91103280,-0.0536571261551724,GREEN,WILLIAM,H,PA,M,D,5,voting,91
91103290,-0.0412201082742958,GUDE,GILBERT,H,MD,M,R,8,voting,91
91103300,-0.0289951168954545,HALEY,JAMES,H,FL,M,D,7,voting,91
91103320,-0.0432494301125,HASTINGS,JAMES,H,NY,M,R,38,voting,91
91103340,-0.00292567637194681,HAYS,WAYNE,H,OH,M,D,18,voting,91
91103350,-0.0337186978121166,HECHLER,KENNETH,H,WV,M,D,4,voting,91
91103360,-0.0298265760952174,HELSTOSKI,HENRY,H,NJ,M,D,9,voting,91
91103370,-0.0432352889743363,HENDERSON,DAVID,H,NC,M,D,3,voting,91
91103380,-0.0342581879318182,HICKS,FLOYD,H,WA,M,D,6,voting,91
91103410,-0.0492552217540146,HUNGATE,WILLIAM,H,MO,M,D,9,voting,91
91103420,-0.0649987049105263,HUTCHINSON,J.,H,MI,M,R,4,voting,91
91103430,0.000477993382352941,HEBERT,FELIX,H,LA,M,D,1,voting,91
91103440,-0.0432419673525,JARMAN,JOHN,H,OK,M,D,5,voting,91
91103451,-0.0218676296356366,JAVITS,JACOB,S,NY,M,R,,voting,91
91103460,-0.0885619863723404,JOHNSON,ALBERT,H,PA,M,R,23,voting,91
91103470,-0.0575078552627723,JONES,ROBERT,H,AL,M,D,8,voting,91
91103480,-0.0539628194785714,KARTH,JOSEPH,H,MN,M,D,4,voting,91
91103490,-0.0435123229163636,KLUCZYNSKI,JOHN,H,IL,M,D,5,voting,91
91103500,-0.0171391305803922,LANDRUM,PHILLIP,H,GA,M,D,9,voting,91
91103520,-0.0665111543708264,MACDONALD,TORBERT,H,MA,M,D,7,voting,91
91103530,-0.0497270771275,MADDEN,RAY,H,IN,M,D,1,voting,91
91103541,-0.0416357993197896,MAGNUSON,WARREN,S,WA,M,D,,voting,91
91103561,0.0319331411431352,MCGOVERN,GEORGE,S,SD,M,D,,voting,91
91103580,-0.0665419978211579,MILLS,WILBUR,H,AR,M,D,2,voting,91
91103600,-0.00586366589530201,MORGAN,THOMAS,H,PA,M,D,26,voting,91
91103610,-0.011022671025,MOSHER,CHARLES,H,OH,M,R,13,voting,91
91103621,-0.015563453598724,NELSON,GAYLORD,S,WI,M,D,,voting,91
91103630,-0.0349089758775758,OHARA,JAMES,H,MI,M,D,12,voting,91
91103640,-0.050784186466019,PASSMAN,OTTO,H,LA,M,D,5,voting,91
91103650,-0.0952805327643089,PATMAN,JOHN,H,TX,M,D,1,voting,91
91103660,-0.02202988423125,PETTIS,JERRY,H,CA,M,R,33,voting,91
91103670,-0.0374875587279412,RANDALL,WILLIAM,H,MO,M,D,4,voting,91
91103680,-0.0720888853151163,REES,THOMAS,H,CA,M,D,26,voting,91
91103691,-0.0217029533841049,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,91
91103710,-0.0546374285714286,SCHNEEBELI,HERMAN,H,PA,M,R,17,voting,91
91103721,-0.00757248916312057,SCHWEIKER,RICHARD,S,PA,M,R,,voting,91
91103730,-0.01243202787,SHRIVER,GARNER,H,KS,M,R,4,voting,91
91103760,-0.0376877868255294,STEIGER,SAM,H,AZ,M,R,3,voting,91
91103770,-0.0421585558,STEPHENS,ROBERT,H,GA,M,D,10,voting,91
91103781,0.14122614,STEVENSON,ADLAI,S,IL,M,D,,voting,91
91103800,-0.1042095823,STUCKEY,WILLIAMSON,H,GA,M,D,8,voting,91
91103810,-0.0908553931225333,SULLIVAN,LEONOR,H,MO,F,D,3,voting,91
91103820,0.00347283595744681,SYMINGTON,JAMES,H,MO,M,D,2,voting,91
91103830,-0.00204038802248571,TALCOTT,BURT,H,CA,M,R,12,voting,91
91103841,-0.0261453048927202,TALMADGE,HERMAN,S,GA,M,D,,voting,91
91103850,-0.0736392652176991,TAYLOR,ROY,H,NC,M,D,11,voting,91
91103870,0.0123798658461538,VIGORITO,JOSEPH,H,PA,M,D,24,voting,91
91103881,-0.00113295333173653,YOUNG,MILTON,S,ND,M,R,,voting,91
91103970,-0.0681910698455172,BROWN,GARRY,H,MI,M,R,3,voting,91
91103980,0.002105428685,BURKE,J.,H,FL,M,R,10,voting,91
91103990,-0.0327044163970395,BURKE,JAMES,H,MA,M,D,11,voting,91
91104010,-0.0115166209640816,BURLESON,OMAR,H,TX,M,D,17,voting,91
91104021,-0.0345557542177854,BYRD,HARRY,S,VA,M,D,,voting,91
91104041,-0.0401501632880404,CANNON,HOWARD,S,NV,M,D,,voting,91
91104060,-0.017767418,CARNEY,CHARLES,H,OH,M,D,19,voting,91
91104070,0.00943489153626374,CEDERBERG,ELFORD,H,MI,M,R,10,voting,91
91104080,-0.0689184207502857,CLAWSON,DELWIN,H,CA,M,R,23,voting,91
91104120,-0.0383350861538462,DELANEY,JAMES,H,NY,M,D,9,voting,91
91104130,-0.0390152157421293,DENT,JOHN,H,PA,M,D,21,voting,91
91104140,-0.0320623154,EILBERG,JOSHUA,H,PA,M,D,4,voting,91
91104150,-0.0206655579678571,EVANS,FRANK,H,CO,M,D,3,voting,91
91104160,0.0054822847675,FLOWERS,WALTER,H,AL,M,D,5,voting,91
91104170,-0.0429480122818182,FLYNT,JOHN,H,GA,M,D,6,voting,91
91104180,-0.0057629507919472,FRASER,DONALD,H,MN,M,D,5,voting,91
91104190,0.010985519831,FREY,LOUIS,H,FL,M,R,5,voting,91
91104220,-0.00306555387037037,HARRINGTON,MICHAEL,H,MA,M,D,6,voting,91
91104290,-0.0273321024705643,KOCH,EDWARD,H,NY,M,D,17,voting,91
91104320,-0.00172212241653846,LEGGETT,ROBERT,H,CA,M,D,4,voting,91
91104330,-0.0269822173379569,MAHON,GEORGE,H,TX,M,D,19,voting,91
91104340,-0.043340961625,MANN,JAMES,H,SC,M,D,4,voting,91
91104350,-0.0491277200097561,MCFALL,JOHN,H,CA,M,D,15,voting,91
91104360,-0.019571364204,MEEDS,LLOYD,H,WA,M,D,2,voting,91
91104400,-0.0703076760713514,MOSS,JOHN,H,CA,M,D,3,voting,91
91104411,-0.0335495329819203,MUSKIE,EDMUND,S,ME,M,D,,voting,91
91104430,-0.0625095335684211,NIX,ROBERT,H,PA,M,D,2,voting,91
91104460,-0.0368481258737179,PIKE,OTIS,H,NY,M,D,1,voting,91
91104470,0.00109318841463687,POAGE,WILLIAM,H,TX,M,D,11,voting,91
91104480,-0.0321642181323929,QUIE,ALBERT,H,MN,M,R,1,voting,91
91104500,-0.049473310535331,ROGERS,PAUL,H,FL,M,D,9,voting,91
91104520,-0.0820646975,ROONEY,FREDERICK,H,PA,M,D,15,voting,91
91104530,-0.0204179664074074,RUPPE,PHILIP,H,MI,M,R,11,voting,91
91104570,-0.0328055755,SHIPLEY,GEORGE,H,IL,M,D,23,voting,91
91104580,-0.00311351056444444,SIKES,ROBERT,H,FL,M,D,1,voting,91
91104590,-0.0197027853797506,SISK,BERNICE,H,CA,M,D,16,voting,91
91104600,-0.0620086491478261,SKUBITZ,JOE,H,KS,M,R,5,voting,91
91104620,-0.0295676787565527,STEIGER,WILLIAM,H,WI,M,R,6,voting,91
91104630,-0.0366112539950725,TEAGUE,OLIN,H,TX,M,D,6,voting,91
91104670,-0.0234555588464407,WAGGONNER,JOSEPH,H,LA,M,D,4,voting,91
91104690,-0.0404586824105797,WHALEN,CHARLES,H,OH,M,R,3,voting,91
91104700,-0.0574293451118421,WIGGINS,CHARLES,H,CA,M,R,25,voting,91
91104711,-0.0376840896806061,WILLIAMS,HARRISON,S,NJ,M,D,,voting,91
91104730,-0.045294638902381,YOUNG,JOHN,H,TX,M,D,14,voting,91
91104790,-0.0192576353302521,ANDERSON,JOHN,H,IL,M,R,16,voting,91
91104800,-0.0680190751524194,ASHLEY,THOMAS,H,OH,M,D,9,voting,91
91104811,-0.0257185221624521,BAKER,HOWARD,S,TN,M,R,,voting,91
91104850,-0.00781974448113208,BRADEMAS,JOHN,H,IN,M,D,3,voting,91
91104860,0.015209772318,BUCHANAN,JOHN,H,AL,M,R,6,voting,91
91104870,-0.0324767293684333,BURLISON,WILLIAM,H,MO,M,D,10,voting,91
91104880,-0.00285421043636364,CARTER,TIM,H,KY,M,R,5,voting,91
91104900,-0.0143193216176485,CLEVELAND,JAMES,H,NH,M,R,2,voting,91
91104910,-0.0402075523245156,CORMAN,JAMES,H,CA,M,D,22,voting,91
91104930,-0.00694306049263964,DEVINE,SAMUEL,H,OH,M,R,12,voting,91
91104940,-0.0363429136833333,DIGGS,CHARLES,H,MI,M,D,13,voting,91
91104970,-0.0736271733667797,ECKHARDT,ROBERT,H,TX,M,D,8,voting,91
91105000,-0.0409867062141379,FLOOD,DANIEL,H,PA,M,D,11,voting,91
91105010,-0.0303014699313043,GIAIMO,ROBERT,H,CT,M,D,3,voting,91
91105030,-0.0350875703811475,HANLEY,JAMES,H,NY,M,D,34,voting,91
91105050,-0.0618778545190124,HARSHA,WILLIAM,H,OH,M,R,6,voting,91
91105090,-0.0290153320865421,ICHORD,RICHARD,H,MO,M,D,8,voting,91
91105120,-0.0550566537659815,JOHNSON,HAROLD,H,CA,M,D,2,voting,91
91105200,-0.01471390205625,MCEWEN,ROBERT,H,NY,M,R,31,voting,91
91105220,-0.0384687978512821,MIKVA,ABNER,H,IL,M,D,2,voting,91
91105230,-0.0696442019024,MOORHEAD,WILLIAM,H,PA,M,D,14,voting,91
91105240,-0.0313520146767857,MURPHY,JOHN,H,NY,M,D,16,voting,91
91105280,-0.0274146697032258,NEDZI,LUCIEN,H,MI,M,D,14,voting,91
91105290,-0.019138966266087,PATTEN,EDWARD,H,NJ,M,D,15,voting,91
91105301,-0.0113587922754183,PERCY,CHARLES,S,IL,M,R,,voting,91
91105310,-0.0398554621195122,PREYER,LUNSFORD,H,NC,M,D,6,voting,91
91105321,-0.0302094258959965,RANDOLPH,JENNINGS,S,WV,M,D,,voting,91
91105330,-0.0198251411712727,ROBERTS,HERBERT,H,TX,M,D,4,voting,91
91105360,-0.069809865726087,SATTERFIELD,DAVID,H,VA,M,D,3,voting,91
91105370,0.0171081042070588,SEBELIUS,KEITH,H,KS,M,R,1,voting,91
91105380,-0.0136776856982759,SLACK,JOHN,H,WV,M,D,3,voting,91
91105410,-0.0519283070894807,STAGGERS,HARLEY,H,WV,M,D,2,voting,91
91105420,-0.0729454778418148,STEED,THOMAS,H,OK,M,D,4,voting,91
91105440,-0.0312896897573864,THOMPSON,FRANK,H,NJ,M,D,4,voting,91
91105451,-0.00903457916547352,TOWER,JOHN,S,TX,M,R,,voting,91
91105480,-0.0499716900871429,ULLMAN,ALBERT,H,OR,M,D,2,voting,91
91105490,-0.0241742907267241,VAN DEERLIN,LIONEL,H,CA,M,D,37,voting,91
91105500,-0.0720160503224596,VANIK,CHARLES,H,OH,M,D,22,voting,91
91105510,-0.0145624336509434,WILSON,CHARLES,H,CA,M,D,31,voting,91
91105530,-0.00256045490928571,WOLFF,LESTER,H,NY,M,D,3,voting,91
91105550,-0.0128836668928571,WYDLER,JOHN,H,NY,M,R,4,voting,91
91105570,-0.00832857039142857,ANDREWS,MARK,H,ND,M,R,1,voting,91
91105590,-0.00738460298105263,ASHBROOK,JOHN,H,OH,M,R,17,voting,91
91105670,-0.0217670845537338,BINGHAM,JONATHAN,H,NY,M,D,23,voting,91
91105690,-0.0208853013430769,BOLLING,RICHARD,H,MO,M,D,5,voting,91
91105710,0.0148126599714286,BRINKLEY,JACK,H,GA,M,D,3,voting,91
91105730,-0.0366216469268456,BROWN,CLARENCE,H,OH,M,R,7,voting,91
91105780,0.00778243048965517,CHISHOLM,SHIRLEY,H,NY,F,D,12,voting,91
91105790,-0.0258137182506832,CLAUSEN,DONALD,H,CA,M,R,1,voting,91
91105800,0.039556410075,COLLINS,JAMES,H,TX,M,R,3,voting,91
91105880,-0.0127462896344978,DERWINSKI,EDWARD,H,IL,M,R,4,voting,91
91105911,-0.0309642508353819,EAGLETON,THOMAS,S,MO,M,D,,voting,91
91106010,-0.00563432433755747,FINDLEY,PAUL,H,IL,M,R,20,voting,91
91106030,-0.0472233559808511,FOUNTAIN,LAWRENCE,H,NC,M,D,2,voting,91
91106051,0.00333110638261693,GOLDWATER,BARRY,S,AZ,M,R,,voting,91
91106060,-0.0463158111894737,GOLDWATER,BARRY,H,CA,M,R,27,voting,91
91106120,-0.0337965726323944,HECKLER,MARGARET,H,MA,F,R,10,voting,91
91106221,-0.0519932011732362,LONG,RUSSELL,S,LA,M,D,,voting,91
91106241,-0.0214390113827027,MATHIAS,CHARLES,S,MD,M,R,,voting,91
91106270,-0.0348773114252577,MCCLORY,ROBERT,H,IL,M,R,12,voting,91
91106280,0.0119706244236232,MCCLOSKEY,PAUL,H,CA,M,R,11,voting,91
91106310,-0.060925207,MOLLOHAN,ROBERT,H,WV,M,D,1,voting,91
91106360,-0.06033294772099,RAILSBACK,THOMAS,H,IL,M,R,19,voting,91
91106370,-0.0467465308719056,REUSS,HENRY,H,WI,M,D,5,voting,91
91106380,-0.0111355879751042,RHODES,JOHN,H,AZ,M,R,1,voting,91
91106410,-0.1123629275,ROUSSELOT,JOHN,H,CA,M,R,24,voting,91
91106460,-0.0648712031975,STANTON,JOHN,H,OH,M,R,11,voting,91
91106490,0.00062789455882353,WAMPLER,WILLIAM,H,VA,M,R,9,voting,91
91106510,-0.0251848386471264,WHITE,RICHARD,H,TX,M,D,16,voting,91
91106580,-0.00246615567349206,BURTON,PHILLIP,H,CA,M,D,5,voting,91
91106600,-0.0291527035551724,CONABLE,BARBER,H,NY,M,R,37,voting,91
91106650,-0.0111133727145578,EDWARDS,WILLIAM,H,AL,M,R,1,voting,91
91106660,-0.0451965687605189,ERLENBORN,JOHN,H,IL,M,R,14,voting,91
91106761,-0.0342097057444027,JACKSON,HENRY,S,WA,M,D,,voting,91
91106770,-0.022614673252,KAZEN,ABRAHAM,H,TX,M,D,23,voting,91
91106800,-0.0150683936725352,LONG,CLARENCE,H,MD,M,D,2,voting,91
91106850,-0.0333856302666667,MELCHER,JOHN,H,MT,M,D,2,voting,91
91106860,-0.0568284210223684,MINISH,JOSEPH,H,NJ,M,D,11,voting,91
91106870,-0.0255690191630058,OTTINGER,RICHARD,H,NY,M,D,25,voting,91
91106900,-0.0245736549683296,PERKINS,CARL,H,KY,M,D,7,voting,91
91106921,-0.0403114076574918,PROXMIRE,WILLIAM,S,WI,M,D,,voting,91
91106950,-0.00681781927105263,ROSENTHAL,BENJAMIN,H,NY,M,D,8,voting,91
91106980,0.00265362104363636,STAFFORD,ROBERT,H,VT,M,R,0,voting,91
91106991,-0.00562507273232577,STENNIS,JOHN,S,MS,M,D,,voting,91
91107030,-0.040364356495122,WEICKER,LOWELL,H,CT,M,R,4,voting,91
91107050,0.00109729431515152,WINN,EDWARD,H,KS,M,R,3,voting,91
91107070,-0.0118532226464286,ZABLOCKI,CLEMENT,H,WI,M,D,4,voting,91
91107090,-0.0156562517986139,ADDABBO,JOSEPH,H,NY,M,D,7,voting,91
91107230,-0.0684369807674419,FUQUA,DON,H,FL,M,D,2,voting,91
91107390,-0.0571545062408163,MCCLURE,JAMES,H,ID,M,R,1,voting,91
91107450,-0.0294923849036667,ONEILL,THOMAS,H,MA,M,D,8,voting,91
91107490,-0.0548352838181818,SNYDER,MARION,H,KY,M,R,4,voting,91
91107530,-0.00505282289882353,WHITEHURST,GEORGE,H,VA,M,R,2,voting,91
91107580,-0.0166301717958491,BROYHILL,JAMES,H,NC,M,R,10,voting,91
91107590,-0.0615233861285756,ADAMS,BROCKMAN,H,WA,M,D,7,voting,91
91107610,-0.042177403517686,BIAGGI,MARIO,H,NY,M,D,24,voting,91
91107620,-0.0457801157563973,BOLAND,EDWARD,H,MA,M,D,2,voting,91
91107670,-0.0546061969047619,CHAPPELL,WILLIAM,H,FL,M,D,4,voting,91
91107681,-0.00485858121182125,CRANSTON,ALAN,S,CA,M,D,,voting,91
91107690,0.0196449947,DANIEL,WILBUR,H,VA,M,D,5,voting,91
91107750,0.00741723978295455,DUNCAN,JOHN,H,TN,M,R,2,voting,91
91107780,-0.0516039298142857,GRAY,KENNETH,H,IL,M,D,21,voting,91
91107790,-0.0103134380275,HOWARD,JAMES,H,NJ,M,D,3,voting,91
91107800,-0.0417883633333333,JONES,ED,H,TN,M,D,8,voting,91
91107850,-0.0433529638095,LATTA,DELBERT,H,OH,M,R,5,voting,91
91107870,9.75952000000012e-05,LUJAN,MANUEL,H,NM,M,R,1,voting,91
91107910,0.0234026732865385,NICHOLS,WILLIAM,H,AL,M,D,4,voting,91
91107920,-0.025674218372027,PRICE,CHARLES,H,IL,M,D,24,voting,91
91107940,-0.0364524049785556,RODINO,PETER,H,NJ,M,D,10,voting,91
91107970,-0.0683462835777273,ST. GERMAIN,FERNAND,H,RI,M,D,1,voting,91
91107980,-0.0139889530053782,STRATTON,SAMUEL,H,NY,M,D,35,voting,91
91108121,-0.0181519194103297,BURDICK,QUENTIN,S,ND,M,D,,voting,91
